COMMENTS,Label
தலையணை உறை கிழிந்தது.,negative
தரம் நன்றாக இல்லை.,negative
அளவு மிகவும் சிறியது.,negative
இது என் தலை மற்றும் கழுத்துக்கு போதுமான ஆதரவை வழங்கவில்லை.,negative
பயன்படுத்த எளிதானவை.,positive
ஸ்டைலான மற்றும் கண்கவர் வடிவமைப்பு.,positive
பருமனாக இல்லாமல் எனது எல்லா தேவைகளுக்கும் பொருந்துகிறது.,positive
மோசமான தரம் மற்றும் விரைவாக உடைந்துவிடும்.,negative
சில பயன்பாடுகளுக்குப் பிறகு முக உருளை உடைந்தது.,negative
மிகவும் கூர்மையாக இருந்தது.,positive
நான் வாங்கியதில் மிகவும் மகிழ்ச்சியடைகிறேன்.,positive
இந்த பிராண்டிலிருந்து மீண்டும் வாங்குவேன்.,positive
தோலில் எரிச்சலை ஏற்படுத்தியது.,negative
சிலிகான் ஃபேஸ் மாஸ்க் பிரஷ் சுத்தம் செய்ய கடினமாக இருந்தது .,negative
LED லைட் தெரபி மாஸ்க் நான் எதிர்பார்த்தது போல் வேலை செய்யவில்லை.,negative
முகத்தை சுத்தப்படுத்தும்.,positive
ஆன்லைனில் உள்ள புகைப்படங்களில் உள்ள வண்ணங்கள் உண்மையான நிறங்களைத் துல்லியமாகக் குறிக்கவில்லை.,negative
கவர் மிகவும் சிறியதாக உள்ளது.,negative
பொருள் கீறல் மற்றும் கீழ் தூங்க சங்கடமான உள்ளது.,negative
ஆடை கறையுடன் வந்ததால் எனது குழந்தையின் நிகழ்வுக்கு பயன்படுத்த முடியவில்லை.,negative
முதல் கழுவலுக்குப் பிறகு கவர் கணிசமாக சுருங்கியது மற்றும் இனி என் படுக்கைக்கு சரியாக பொருந்தாது.,negative
குளிர்ந்த குளிர்கால இரவுகளுக்கு படுக்கை உறை போதுமான சூடாக இல்லை.,negative
அட்டையின் தரத்திற்கு விலை அதிகமாக உள்ளது.,negative
அட்டையின் விளிம்புகளுடன் சீரமைக்கவில்லை.,negative
தோலில் மிகவும் கடுமையாக இருந்தது.,negative
சிவப்பை ஏற்படுத்தியது.,negative
வண்ண விருப்பங்கள் அற்புதமானவை.,positive
வெளிப்புற நடவடிக்கைகளுக்கு சரியானது.,positive
காலப்போக்கில் பை நன்றாகப் பிடித்திருக்கிறது.,positive
உட்புற புறணி மென்மையானது.,positive
எனது பொருட்களைப் பாதுகாக்கிறது.,positive
பயன்பாட்டிற்குப் பிறகு அது எனக்கு தலைவலியைக் கொடுத்தது.,negative
சில நாட்களுக்குப் பிறகு அது தட்டையானது.,negative
வித்தியாசமான வாசனை உள்ளது.,negative
பயன்படுத்த முடியாது.,negative
தலையணை மிகவும் கனமாகவும் சிரமமாகவும் இருந்தது.,negative
இரவு முழுவதும் சரிசெய்வது கடினமாக இருந்தது.,negative
வசதியானது மற்றும் உறுதியானது.,positive
எடுத்துச் செல்ல எளிதானது.,positive
தினசரி பயன்பாட்டிற்கு சிறந்த பை.,positive
விசாலமான வடிவமைப்பு.,positive
உறுதியான கைப்பிடிகளுடன் பயணம் செய்வதற்கு ஏற்றது.,positive
ஸ்டைலான மற்றும் கண்கவர் வடிவமைப்பு.,positive
பருமனாக இல்லாமல் எனது எல்லா தேவைகளுக்கும் பொருந்துகிறது.,positive
மோசமான தரம் மற்றும் விரைவாக உடைந்துவிடும்.,negative
சிப்பர்கள் மலிவானவை மற்றும் அடிக்கடி உடைந்து போகின்றன.,negative
பை எதிர்பார்த்ததை விட மிகவும் சிறியது.,negative
பட்டைகள் சங்கடமானவை,negative
சரிசெய்ய முடியாதவை.,negative
மிகவும் கனமாகவும் பருமனாகவும் இருக்கிறது.,negative
பொருள் எளிதில் கறை மற்றும் சுத்தம் செய்ய கடினமாக உள்ளது.,negative
சில பயன்பாடுகளுக்குப் பிறகு நிறம் மங்கிவிட்டது.,negative
சேதமடைந்து பயன்படுத்த முடியாத நிலையில் வந்தது.,negative
மிகவும் வசதியாகவும் ஆதரவாகவும் இருந்தது.,positive
தலையணையை விரும்புகிறேன்.,positive
மென்மையாகவும் பஞ்சுபோன்றதாகவும் இருக்கிறது.,positive
என் கழுத்திற்கு போதுமான ஆதரவை வழங்குகிறது.,positive
"நான் பல மாதங்களாக இந்த தலையணை பயன்படுத்துகிறேன், அது இன்னும் புதியது போல் நன்றாக இருக்கிறது.",positive
மிகவும் சிறந்தது.,positive
எனக்கு ஒரு நல்ல தூக்கத்தை அளிக்கிறது.,positive
தரம் ஆச்சரியமாக இருக்கிறது.,positive
நன்றாக தயாரிக்கப்பட்டது மற்றும் நீடித்தது.,positive
சரியான அளவு ஆதரவை வழங்குகிறது.,positive
ஆடை மிகவும் சரியாக பொருந்துகிறது.,positive
துணியின் தரம் ஆச்சரியமாக இருக்கிறது.,positive
குழந்தையின் மென்மையான தோலுக்கு ஏற்ப மிகவும் மென்மையானது.,positive
ஆடையின் நிறம் அழகாக இருக்கிறது.,positive
ஆன்லைனில் உள்ள படம் போல் தெரிகிறது.,positive
அளவு விளக்கப்படம் துல்லியமாக இருந்தது.,positive
உடை அளவு உண்மையாக இல்லை,negative
என் குழந்தைக்கு மிகவும் சிறியதாக இருந்தது.,negative
என் குழந்தையின் தோலுக்கு சங்கடமாக உள்ளது.,negative
ஆடையின் நிறம் மங்கிவிட்டது.,negative
ஆடை மோசமாக தயாரிக்கப்பட்டது மற்றும் சில அணிந்த பிறகு விழுந்தது.,negative
சாக்லேட் உலர்ந்தது மற்றும் சுவை இல்லாமல் இருந்தது,negative
"தயாரிப்பு எனது சாதனத்துடன் இணக்கமாக இல்லை, அது இருக்கும் என்று தளம் கூறியிருந்தாலும்.",negative
"தளம் குழப்பமான அமைப்பைக் கொண்டிருந்தது, நான் தேடுவதைக் கண்டறிவது கடினம்.",negative
"தயாரிப்பில் பாகங்கள் இல்லாததால், அதைத் திரும்பப் பெறுவதில் நான் சிரமப்பட வேண்டியிருந்தது.",negative
நான் செக் அவுட்டின் போது அதைப் பயன்படுத்த முயற்சித்தபோது செல்லுபடியாகாத விளம்பரத்தை தளம் விளம்பரப்படுத்தியது.,negative
"உதிரிபாகங்கள் மிகவும் நீடித்ததாகவும், நீடித்ததாகவும் இருந்ததால், அவற்றை ஒரு பெரிய முதலீடாக மாற்றியது.",positive
தங்கள் வாகனத்தின் ஆடியோ சிஸ்டத்தை மேம்படுத்த விரும்பும் எவருக்கும் ஏற்றதாக இருக்கும்,positive
"வாகன பாகங்களுக்கு ஷிப்பிங் இலவசம், இது ஒரு பெரிய போனஸ்.",positive
தயாரிப்பு சரியான அளவில் இல்லை.,negative
"தளத்தில் மறைக்கப்பட்ட கட்டணங்கள் இருந்தன, அவை செக் அவுட் வரை வெளியிடப்படவில்லை",negative
"தெளிவான ரிட்டர்ன் பாலிசியை வழங்கவில்லை, இதனால் குழப்பம் மற்றும் ஏமாற்றம் ஏற்பட்டது",negative
தங்கள் வாகனத்தின் பாதுகாப்பை அதிகரிக்க விரும்பும் எவருக்கும் ஏற்றது.,positive
"தளத்தில் வாகன உதிரிபாகங்களைத் தேர்வுசெய்து, எனக்குத் தேவையானதை எளிதாகக் கண்டுபிடிக்க முடிந்தது",positive
"தயாரிப்பு ஒரு வலுவான வாசனையைக் கொண்டிருந்தது, அது தயாரிப்பு விளக்கத்தில் வெளிப்படுத்தப்படவில்லை.",negative
வாங்குதல் பற்றிய தகவலறிந்த முடிவை எடுப்பதற்கு போதுமான தயாரிப்பு தகவலை தளம் வழங்கவில்லை.,negative
தங்கள் வாகனத்தின் தோற்றத்தைத் தனிப்பயனாக்க விரும்பும் எவருக்கும் ஏற்றதாக இருக்கும்,positive
தங்கள் வாகனத்தின் லைட்டிங் சிஸ்டத்தை மேம்படுத்த விரும்பும் எவருக்கும் ஏற்றதாக இருக்கும்,positive
இந்த வாகன பாகங்கள் தங்கள் வாகனத்தை சேதத்திலிருந்து பாதுகாக்க விரும்பும் எவருக்கும் ஏற்றது,positive
"இந்தத் தளமானது, தேர்வு செய்வதற்குப் பரந்த அளவிலான வாகனப் பாகங்களைக் கொண்டிருந்தது",positive
"சரியான அளவை ஆர்டர் செய்தாலும், தயாரிப்பு எதிர்பார்த்தபடி பொருந்தவில்லை.",negative
"தளத்தில் குறைந்த கட்டண விருப்பங்கள் இருந்தன, இது வாடிக்கையாளர்களுக்கு சிரமத்தை ஏற்படுத்தியது.",negative
மதிப்பிடப்பட்ட விநியோக தேதியை விட தயாரிப்பு மிகவும் தாமதமாக வந்தது.,negative
"ஒரு சிறந்த வருமானக் கொள்கையைக் கொண்டிருந்தது, இது நான் வாங்கும் போது எனக்கு மன அமைதியை அளித்தது.",positive
தங்கள் வாகனத்தின் எரிபொருள் செயல்திறனை மேம்படுத்த விரும்பும் எவருக்கும் ஏற்றதாக இருக்கும்.,positive
தளத்தில் எனது வாகனத்திற்கான மாற்று உதிரிபாகங்களின் சிறந்த தேர்வு இருந்தது.,positive
சிறந்த ஷாப்பிங் அனுபவம்,positive
தயாரிப்பு மிகவும் நன்றாக தொகுக்கப்பட்டு பாதுகாக்கப்பட்டது,positive
"தளம் மோசமான வாடிக்கையாளர் மதிப்புரைகள் மற்றும் மதிப்பீடுகளைக் கொண்டிருந்தது, இதனால் வாங்குவதில் தயக்கம் ஏற்பட்டது.",negative
"ஷிப்பிங்கிற்காக தயாரிப்பு சரியாக பேக்கேஜ் செய்யப்படவில்லை, போக்குவரத்தின் போது சேதம் ஏற்பட்டது.",negative
"தளத்தில் பயனர் நட்பு இடைமுகம் இல்லை, வழிசெலுத்தலை கடினமாக்குகிறது.",negative
இது தரம் மற்றும் நீண்ட ஆயுளுக்கு கவலை அளிக்கிறது.,negative
தளத்தில் போதுமான வாடிக்கையாளர் ஆதரவு விருப்பங்கள் இல்லை,negative
விற்பனையாளருடனான தொடர்பு மிகவும் நேர்மறையானது,positive
பேச்சுவார்த்தையில் நான் மகிழ்ச்சியாகவும் திருப்தியாகவும் இருக்கிறேன்,positive
"நான் ஒரு வாரம் பயன்படுத்துகிறேன், இந்த நேரத்தில் எந்த பின்னடைவுகளும் இல்லை",positive
ஒலி அளவு மற்றும் தரம் ஆகிய இரண்டிலும் நன்றாக உள்ளது.,positive
உதவி தேவைப்படும்போது ஏமாற்றத்தை ஏற்படுத்தியது.,negative
"தயாரிப்பில் கூறுகள் இல்லை, இதனால் நான் அவற்றை தனித்தனியாக வாங்க வேண்டியிருந்தது.",negative
"தளத்தில் வரையறுக்கப்பட்ட தயாரிப்புகள் இருந்தன, இதனால் எனக்குத் தேவையானதைக் கண்டுபிடிப்பதில் சிரமம் ஏற்பட்டது.",negative
தயாரிப்பு பயன்பாடு அல்லது அசெம்பிளிக்கான தெளிவான வழிமுறைகளைக் கொண்டிருக்கவில்லை.,negative
"தளத்தில் அதிக கப்பல் செலவு இருந்தது, இதனால் மொத்த செலவு எதிர்பார்த்ததை விட அதிகமாக இருந்தது",negative
மிகவும் நல்ல தயாரிப்பு,positive
பேட்டரி மிகவும் திறன் கொண்டது. மிக்க மகிழ்ச்சி,positive
இது ஒரு அற்புதமான டேப்லெட்,positive
மலிவானது மற்றும் மிகவும் பயனுள்ளது,positive
தளத்தில் எனது வாகனத்திற்கான பல பாகங்கள் தேர்வு செய்யப்பட்டன,positive
அனைத்தும் நன்றாக வேலை செய்கிறது,positive
"தயாரிப்பு எதிர்பார்த்த அளவுக்கு நீடித்ததாக இல்லை, இதனால் அது எளிதில் உடைந்துவிடும்.",negative
"தளத்தில் தெளிவான தயாரிப்பு படங்கள் இல்லை, தோற்றம் மற்றும் தரம் குறித்து நிச்சயமற்ற தன்மையை ஏற்படுத்தியது.",negative
"தயாரிப்பு தெளிவான விவரக்குறிப்புகளைக் கொண்டிருக்கவில்லை, மற்ற தயாரிப்புகளுடன் இணக்கம் பற்றிய குழப்பத்தை ஏற்படுத்தியது.",negative
"இந்தத் தளமானது வாடிக்கையாளர் தரவு மீறல்களின் வரலாற்றைக் கொண்டிருந்தது, இதனால் பாதுகாப்பு குறித்த கவலைகள் ஏற்பட்டன.",negative
"தயாரிப்பு ஒரு குறுகிய ஆயுட்காலம் கொண்டது, இதனால் அடிக்கடி மாற்றீடு தேவைப்படுகிறது.",negative
ஒரு தயாரிப்பைத் திருப்பித் தர வேண்டியிருக்கும் போது சிரமத்தை ஏற்படுத்தியது.,negative
"தயாரிப்பு மோசமான செயல்திறன் கொண்டது, எதிர்பார்ப்புகளை பூர்த்தி செய்யவில்லை.",negative
"தளத்தில் துல்லியமற்ற சரக்கு எண்ணிக்கைகள் இருந்தன, இதனால் தயாரிப்பு வாங்கிய பிறகு கையிருப்பில் இல்லை.",negative
"நன்றி, எனக்கு இது மிகவும் பிடிக்கும்",positive
நல்ல விற்பனையாளர்,positive
விளக்கம் மற்றும் படத்தை விரும்புகிறேன்,positive
"சிறந்தது, நான் மிகவும் பரிந்துரைக்கிறேன்.",positive
"படம் சிறப்பாக உள்ளது, ஒலி மிகவும் நன்றாக உள்ளது",positive
டேப்லெட் வேகமானது மற்றும் பயன்படுத்த எளிதானது,positive
இந்த வாங்குதலில் மிகவும் மகிழ்ச்சி,positive
நன்றாக வேலை செய்கிறது,positive
"புகைப்படங்களில் உள்ளதைப் போலவே, மிகவும் அழகாக இருக்கிறது",positive
தற்போது அது நன்றாக வேலை செய்கிறது,positive
விளம்பரம் போலவே. கச்சிதமாக வேலை செய்கிறது.,positive
வாங்கியதில் திருப்தி.,positive
மேலும் வாங்குதல்களுக்கு மீண்டும் கடைக்கு வருவேன்,positive
நான் தயாரிப்புகள் மற்றும் கடைகளை பரிந்துரைக்கிறேன்,positive
எல்லாம் சரியான நிலையில் வந்தது,positive
விரைவாக அனுப்பப்பட்டது,positive
இது எளிமையானது ஆனால் நல்ல தரமானது,positive
64 ஜிகாபைட் நினைவகத்தில் சிறப்பாக செயல்படுகிறது,positive
"பயங்கரமான அனுபவம், இனி இங்கு ஷாப்பிங் செய்ய முடியாது.",negative
நான் சந்தித்த மோசமான வாடிக்கையாளர் சேவை.,negative
ஆர்டர் முற்றிலும் தவறானது மற்றும் சரிசெய்வதற்கு எப்போதும் தேவைப்பட்டது.,negative
"மோசமான தரமான பொருட்கள், பணத்திற்கு மதிப்பு இல்லை.",negative
ஷிப்பிங் அதிக நேரம் எடுத்தது மற்றும் காத்திருப்புக்கு மதிப்பு இல்லை.,negative
பொருட்கள் சேதமடைந்தன மற்றும் வாடிக்கையாளர் சேவை உதவவில்லை.,negative
"பயங்கரமான ரிட்டர்ன் பாலிசி, மீண்டும் இங்கு ஷாப்பிங் செய்ய முடியாது.",negative
நான் தேடுவதை இணையதளத்திற்குச் சென்று கண்டுபிடிப்பது கடினமாக இருந்தது.,negative
ஆர்டர் நிலை மற்றும் ஷிப்பிங் பற்றிய பயங்கரமான தொடர்பு.,negative
தயாரிப்புகள் ஆன்லைன் விளக்கத்துடன் அல்லது படங்களுடன் பொருந்தவில்லை.,negative
"சிறந்த தயாரிப்பு, ஒரு கவர்ச்சியாக வேலை செய்கிறது!",positive
"விரைவான ஷிப்பிங் மற்றும் டெலிவரி, நான் வாங்கியதில் மிகவும் திருப்தி.",positive
"எனது புதிய சாதனத்தை விரும்புகிறேன், இது எனது வாழ்க்கையை மிகவும் எளிதாக்கியது.",positive
"சிறந்த தரம் மற்றும் ஆயுள், நிச்சயமாக மீண்டும் வாங்கும்.",positive
"பொருள் புதியதாக விளம்பரப்படுத்தப்பட்டது, ஆனால் பயன்படுத்தப்பட்டு சேதமடைந்தது.",negative
"தவறான அளவு அல்லது நிறத்தைப் பெற்றதால், அதை மாற்ற முடியவில்லை.",negative
பணத்தைத் திரும்பப்பெறும் செயல்முறை மிகவும் நீண்டது மற்றும் வெறுப்பாக இருந்தது.,negative
தயாரிப்புகள் பற்றிய அடிப்படைக் கேள்விகளுக்கு வாடிக்கையாளர் சேவையால் பதிலளிக்க முடியவில்லை,negative
என்னைப் போன்ற புதியவர்களுக்கும் பயன்படுத்தவும் புரிந்துகொள்ளவும் எளிதானது.,positive
ஒரு சாதனத்திற்கான சந்தையில் உள்ள எவருக்கும் இந்த தயாரிப்பை மிகவும் பரிந்துரைக்கவும்.,positive
என் வீட்டில் அழகாக இருக்கிறது மற்றும் நேர்த்தியின் தொடுதலை சேர்க்கிறது.,positive
"புகார்கள் இல்லை, விளம்பரப்படுத்தப்பட்டபடி சரியாக வேலை செய்கிறது.",positive
விலை நியாயமானது மற்றும் மதிப்புக்குரியது,positive
ஆர்டர் செய்யப்பட்ட பிறகு அதை ரத்து செய்ய விருப்பம் இல்லை.,negative
ஒரே ஆர்டருக்கு பலமுறை கட்டணம் வசூலிக்கப்பட்டது.,negative
உண்மையான விஷயத்திற்குப் பதிலாக மோசமான தரம் வாய்ந்த நாக்ஆஃப் தயாரிப்புகளைப் பெற்றது.,negative
சரியாக உள்ளிடப்பட்டிருந்தாலும் ஷிப்பிங் முகவரி தவறாக இருந்தது.,negative
ஆர்டர் உறுதிப்படுத்தல் மின்னஞ்சல் தவறான மின்னஞ்சல் முகவரிக்கு அனுப்பப்பட்டது.,negative
"பயனர் நட்பு வடிவமைப்பு, மிகவும் உள்ளுணர்வு மற்றும் செல்லவும் எளிதானது.",positive
சாதனம் சரியான நிலையில் வந்தது மற்றும் அமைப்பதற்கு எளிதாக இருந்தது.,positive
"இது ஒரு நம்பகமான மற்றும் திறமையான தயாரிப்பு, நான் யாருக்கும் பரிந்துரைக்கிறேன்.",positive
இந்த தயாரிப்பு எல்லா வகையிலும் எனது எதிர்பார்ப்புகளை மீறியது.,positive
பொருட்கள் பாதுகாப்பாக தொகுக்கப்படவில்லை மற்றும் சேதமடைந்தன.,negative
"பொருள் கையிருப்பில் உள்ளதாக பட்டியலிடப்பட்டது, ஆனால் உண்மையில் கையிருப்பில் இல்லை.",negative
வாடிக்கையாளர் சேவையால் எந்த தீர்வுகளையும் மாற்று வழிகளையும் வழங்க முடியவில்லை.,negative
தயாரிப்பு தரம் மற்றும் உபயோகத்திற்காக அதிக விலை கொடுக்கப்பட்டது.,negative
வாடிக்கையாளர் சேவையை தொடர்பு கொள்ள பலமுறை முயற்சித்தும் அவர்களிடமிருந்து பதில் இல்லை.,negative
காலாவதியான அல்லது காலாவதியான தயாரிப்பு கிடைத்தது.,negative
வாடிக்கையாளர் சேவை விதிவிலக்கானது மற்றும் எனது எல்லா கேள்விகளுக்கும் பதிலளித்தது.,positive
"நான் இந்த சாதனத்தை பல முறை பயன்படுத்தினேன், அது என்னை வீழ்த்தவில்லை.",positive
இந்த சாதனத்தின் அம்சங்கள் மற்றும் செயல்பாடுகள் சிறந்தவை.,positive
இந்த சாதனம் எனக்கு நிறைய நேரத்தையும் சக்தியையும் மிச்சப்படுத்தியது.,positive
"நான் வாங்கியதில் மிகவும் திருப்தி அடைகிறேன், மீண்டும் இந்த பிராண்டிலிருந்து வாங்குவேன்.",positive
"நான் தேடும் சாதனம் சரியாக இருந்தது, அதில் நான் மிகவும் மகிழ்ச்சியடைகிறேன்.",positive
ஆர்டரில் உருப்படிகள் இல்லை மற்றும் வாடிக்கையாளர் சேவை உதவவில்லை.,negative
இணையதளம் பழுதடைந்து பயன்படுத்த கடினமாக இருந்தது.,negative
ஆர்டர் அனுப்பப்பட்டபோது எந்த அறிவிப்பும் வழங்கப்படவில்லை.,negative
"தவறான அளவிலான பொருட்களைப் பெற்று, சரியான தொகைக்கு வசூலிக்கப்பட்டது.",negative
தயாரிப்பு குறைபாடுடையது மற்றும் பயன்படுத்த முடியாதது.,negative
இந்த சாதனத்தின் நேர்த்தியான மற்றும் நவீன வடிவமைப்பை நான் விரும்புகிறேன்.,positive
சாதனம் மிகவும் சிறப்பாக செயல்படுகிறது மற்றும் மிகவும் ஆற்றல் திறன் கொண்டது.,positive
"தயாரிப்பு நன்கு வடிவமைக்கப்பட்டுள்ளது மற்றும் பயன்படுத்த எளிதானது, இது எனது வாழ்க்கையை எளிதாக்குகிறது.",positive
விலை மலிவு மற்றும் தரம் ஈர்க்கக்கூடியதாக இருந்தது.,positive
சாதனம் எதிர்பார்த்ததை விட முன்னதாகவும் சிறந்த நிலையில் வந்தது.,positive
"இது ஒரு நீடித்த மற்றும் நம்பகமான தயாரிப்பு, நான் நம்புகிறேன் மற்றும் மீண்டும் வாங்குவேன்.",positive
"வழிமுறைகளைப் பின்பற்றுவது எளிதாக இருந்தது, அமைவை ஒரு தென்றலாக மாற்றியது.",positive
இந்த சாதனம் எனது தினசரி வழக்கத்தில் குறிப்பிடத்தக்க முன்னேற்றத்தை ஏற்படுத்தியுள்ளது.,positive
"தயாரிப்பு சுத்தம் மற்றும் பராமரிக்க எளிதானது, இது ஒரு பெரிய பிளஸ்.",positive
பிராண்ட் தரம் மற்றும் வாடிக்கையாளர் சேவைக்கு பெரும் நற்பெயரைக் கொண்டுள்ளது.,positive
"ஒரு குறிப்பிட்ட காலக்கெடுவிற்குள் ஷிப்பிங் உறுதியளிக்கப்பட்டது, ஆனால் அதிக நேரம் எடுத்தது.",negative
வாடிக்கையாளர் சேவையால் பணத்தைத் திரும்பப்பெறவோ அல்லது சேதமடைந்த பொருட்களுக்கு மாற்றவோ முடியவில்லை.,negative
எக்ஸ்பிரஸ் ஷிப்பிங்கிற்கான விருப்பம் இல்லை.,negative
தயாரிப்பு மலிவானது மற்றும் நீடித்தது அல்ல.,negative
ரத்து செய்யப்பட்ட ஆர்டருக்கு ரத்து செய்யப்பட்டதற்கான உறுதிப்படுத்தல் எதுவும் வழங்கப்படவில்லை.,negative
தவறான பில்லிங் தகவல் பயன்படுத்தப்பட்டது மற்றும் அதை சரிசெய்ய நீண்ட நேரம் எடுத்தது.,negative
இணையதளம் பாதுகாப்பாக இல்லை மற்றும் தனிப்பட்ட தகவல்கள் ஆபத்தில் உள்ளன.,negative
இது விலைக்கு ஒரு பெரிய மதிப்பு மற்றும் எனது எதிர்பார்ப்புகளை மீறியுள்ளது.,positive
சாதனம் மிகவும் அமைதியானது மற்றும் எனது வீட்டுச் சூழலைப் பாதிக்காது.,positive
தயாரிப்பு நான் பாராட்டி அடிக்கடி பயன்படுத்தும் பல அம்சங்களைக் கொண்டுள்ளது.,positive
"வாடிக்கையாளர் சேவை குழு மிகவும் உதவிகரமாகவும், இடமளிக்கக்கூடியதாகவும் இருந்தது.",positive
சாதனம் நீண்ட ஆயுட்காலம் கொண்டது மற்றும் நீடித்தது.,positive
"விலை சற்று அதிகமாக இருந்தது, ஆனால் தயாரிப்பு தரம் விலையை நியாயப்படுத்துகிறது.",positive
இந்த சாதனத்தில் பயன்படுத்தப்படும் புதுமையான தொழில்நுட்பத்தை நான் விரும்புகிறேன்.,positive
தயாரிப்பு விரைவாக வந்தது மற்றும் வரிசைப்படுத்த எளிதானது.,positive
இது பல பணிகளுக்குப் பயன்படுத்தக்கூடிய பல்துறை மற்றும் மல்டிஃபங்க்ஸ்னல் கருவியாகும்.,positive
"தயாரிப்பு ஒரு குறிப்பிட்ட பிராண்டாக விளம்பரப்படுத்தப்பட்டது, ஆனால் உண்மையில் அது ஒரு நாக்ஆஃப் ஆகும்.",negative
வாடிக்கையாளர் சேவை பிரதிநிதிகள் பதிலளிக்கவில்லை மற்றும் புரிந்துகொள்வது கடினம்.,negative
கண்காணிப்பு எண் அல்லது ஆர்டரைக் கண்காணிப்பதற்கான எந்த வழியும் வழங்கப்படவில்லை.,negative
குறைபாடுள்ள தயாரிப்புக்கு பணத்தைத் திரும்பப்பெறவோ அல்லது பரிமாற்றம் செய்யவோ வழங்கப்படவில்லை,negative
"அதிக அனுபவம் இல்லாதவர்களும் கூட, சாதனம் செயல்பட மிகவும் எளிதானது.",positive
இந்த தயாரிப்பின் செயல்திறன் மற்றும் தரத்தில் நான் மிகவும் ஈர்க்கப்பட்டேன்.,positive
தயாரிப்பு சிறந்த உத்தரவாதம் மற்றும் வாடிக்கையாளர் சேவை மூலம் ஆதரிக்கப்படுகிறது.,positive
இந்த சாதனம் எனது தினசரி வழக்கத்தில் குறிப்பிடத்தக்க மாற்றத்தை ஏற்படுத்தியுள்ளது.,positive
விலை நியாயமானதாகவும் முதலீட்டிற்கு ஏற்றதாகவும் இருந்தது.,positive
தயாரிப்பு மிகவும் ஸ்டைலானது மற்றும் எனது வீட்டு அலங்காரத்தை நிறைவு செய்கிறது.,positive
சாதனம் மிகவும் திறமையானது மற்றும் எனது ஆற்றல் பில்களில் பணத்தை மிச்சப்படுத்தியுள்ளது.,positive
"தயாரிப்பு மிகவும் நீடித்தது மற்றும் நன்கு கட்டமைக்கப்பட்டுள்ளது, இது ஒரு சிறந்த நீண்ட கால முதலீடாக அமைகிறது.",positive
"எனது வாங்குதலில் நான் மிகவும் மகிழ்ச்சியடைகிறேன், மேலும் இந்த தயாரிப்பை யாருக்கும் பரிந்துரைக்கிறேன்.",positive
"சாதனம் மிகவும் உள்ளுணர்வு மற்றும் பயன்படுத்த எளிதானது, இது அனைவருக்கும் அணுகக்கூடியதாக உள்ளது.",positive
பிராண்ட் தரம் மற்றும் நம்பகத்தன்மைக்கு பெரும் நற்பெயரைக் கொண்டுள்ளது.,positive
இந்த தயாரிப்பின் செயல்திறன் மற்றும் செயல்பாட்டில் நான் மிகவும் திருப்தி அடைகிறேன்.,positive
ஷிப்பிங்கின் போது சாதனம் நன்கு பேக் செய்யப்பட்டு பாதுகாக்கப்பட்டது.,positive
விலை போட்டியாக இருந்தது மற்றும் தரம் சுவாரஸ்யமாக இருந்தது.,positive
செயல்திறன் மற்றும் ஆயுள் அடிப்படையில் தயாரிப்பு எனது எதிர்பார்ப்புகளை மீறியுள்ளது,positive
ஆன்லைன் ஸ்டோருக்கான இணையதளத்தில் போதுமான தயாரிப்பு தகவல் மற்றும் விவரங்கள் இல்லை,negative
இந்த ஆன்லைன் ஸ்டோரில் இருந்து நான் பெற்ற ஆடைகள் நான் எதிர்பார்த்தது போல் இல்லை,negative
"ஆன்லைன் ஸ்டோருக்கான ரிட்டர்ன் பாலிசி தெளிவாக இல்லாததால், எனது பொருட்களை திருப்பித் தருவதில் சிக்கல் ஏற்பட்டது",negative
நான் பெற்ற ஆடைகள் எனது உடல் வகைக்கு ஏற்றதாக இல்லை.,negative
ஆடைகள் தளர்வான பொத்தான்களைக் கொண்டிருந்தன மற்றும் உடைந்து கொண்டிருந்தன,negative
"கேமரா லென்ஸை மாற்றியமைப்பது ஒரு தென்றலாக இருந்தது, மேலும் எனது மொபைலின் கேமரா மீண்டும் புதியது போல் செயல்படுகிறது.",positive
இந்த ஸ்கிரீன் ப்ரொடெக்டரில் உள்ள பிசின் மிகவும் வலிமையானது மற்றும் எளிதில் உரிக்கப்படாது.,positive
இந்த தயாரிப்பு என் தோலை மாற்றிவிட்டது!,positive
"நான் வாங்கியதில் மிகவும் மகிழ்ச்சியாக இருந்தது, என் தோல் ஒருபோதும் நன்றாக இல்லை.",positive
தரமான தோல் பராமரிப்புக்காக விரும்பும் எவருக்கும் இந்த பிராண்டை மிகவும் பரிந்துரைக்கவும்.,positive
"இந்த தயாரிப்பு ஒரு கேம்-சேஞ்சர், நான் எனது பழைய வழக்கத்திற்கு திரும்ப மாட்டேன்.",positive
அற்புதமான முடிவுகளுக்கு விலை மதிப்புக்குரியது.,positive
